 NPOZ,NLIM,MEAN1,MEAN2,P,B,M1DM2,NLIM1,B1,N100MB,PN,PP,BPN,BPP,UNK1,UNK2
   36 , 23  ,    100.0000   ,      11.00,      392915,  21.83,    9.09,  23,  21.83,  78.17, 198925,   1198080,  11.13,  67.04,     10000,      6656
   36 , 23  ,     10.0000   ,      13.00,       44415,   2.47,    0.77,  23,   2.47,  97.53,  22185,   1699200,   1.26,  96.28,     10000,      9440
   36 , 23  ,     20.0000   ,      13.00,       90325,   5.02,    1.54,  23,   5.02,  94.98,  45035,   1647180,   2.53,  92.45,     10000,      9151
   36 , 23  ,     30.0000   ,      13.00,      127445,   7.08,    2.31,  23,   7.08,  92.92,  64255,   1548000,   3.70,  89.22,     10000,      8600
   36 , 23  ,     40.0000   ,      13.00,      140255,   7.79,    3.08,  23,   7.79,  92.21,  70165,   1549800,   3.99,  88.21,     10000,      8610
   36 , 23  ,     50.0000   ,      13.00,      174830,   9.71,    3.85,  23,   9.71,  90.29,  86350,   1478520,   4.98,  85.31,     10000,      8214
   36 , 23  ,     60.0000   ,      13.00,      234180,  13.01,    4.62,  23,  13.01,  86.99, 119700,   1416240,   6.78,  80.21,     10000,      7868
   36 , 23  ,     70.0000   ,      13.00,      263760,  14.65,    5.38,  23,  14.65,  85.35, 132240,   1398780,   7.37,  77.97,     10000,      7771
   36 , 23  ,     80.0000   ,      13.00,      283440,  15.75,    6.15,  23,  15.75,  84.25, 142260,   1309140,   8.26,  76.00,     10000,      7273
   36 , 23  ,     90.0000   ,      13.00,      248015,  13.78,    6.92,  23,  13.78,  86.22, 125665,   1371420,   7.24,  78.98,     10000,      7619
   36 , 23  ,    100.0000   ,      13.00,      341010,  18.94,    7.69,  23,  18.94,  81.06, 169290,   1281600,   9.46,  71.60,     10000,      7120
   36 , 23  ,     10.0000   ,      15.00,       37615,   2.09,    0.67,  23,   2.09,  97.91,  19085,   1732680,   1.07,  96.84,     10000,      9626
   36 , 23  ,     20.0000   ,      15.00,       79940,   4.44,    1.33,  23,   4.44,  95.56,  40120,   1657260,   2.26,  93.30,     10000,      9207
   36 , 23  ,     30.0000   ,      15.00,      112345,   6.24,    2.00,  23,   6.24,  93.76,  57395,   1613880,   3.22,  90.54,     10000,      8966
   36 , 23  ,     40.0000   ,      15.00,      109145,   6.06,    2.67,  23,   6.06,  93.94,  54835,   1539360,   3.23,  90.71,     10000,      8552
   36 , 23  ,     50.0000   ,      15.00,      156720,   8.71,    3.33,  23,   8.71,  91.29,  76560,   1558620,   4.27,  87.02,     10000,      8659
   36 , 23  ,     60.0000   ,      15.00,      203555,  11.31,    4.00,  23,  11.31,  88.69, 101725,   1478700,   5.71,  82.98,     10000,      8215
   36 , 23  ,     70.0000   ,      15.00,      220490,  12.25,    4.67,  23,  12.25,  87.75, 110170,   1373040,   6.52,  81.23,     10000,      7628
   36 , 23  ,     80.0000   ,      15.00,      252280,  14.02,    5.33,  23,  14.02,  85.98, 125720,   1373040,   7.21,  78.77,     10000,      7628
   36 , 23  ,     90.0000   ,      15.00,      237990,  13.22,    6.00,  23,  13.22,  86.78, 120570,   1411920,   6.83,  79.95,     10000,      7844
   36 , 23  ,    100.0000   ,      15.00,      292625,  16.26,    6.67,  23,  16.26,  83.74, 147115,   1328580,   8.35,  75.39,     10000,      7381
   36 , 23  ,     10.0000   ,      17.00,       35380,   1.97,    0.59,  23,   1.97,  98.03,  17900,   1710360,   1.02,  97.02,     10000,      9502
   36 , 23  ,     20.0000   ,      17.00,       62015,   3.45,    1.18,  23,   3.45,  96.55,  30685,   1682100,   1.73,  94.82,     10000,      9345
   36 , 23  ,     30.0000   ,      17.00,       93090,   5.17,    1.76,  23,   5.17,  94.83,  46590,   1556460,   2.76,  92.07,     10000,      8647
   36 , 23  ,     40.0000   ,      17.00,      104765,   5.82,    2.35,  23,   5.82,  94.18,  52555,   1551780,   3.09,  91.09,     10000,      8621
   36 , 23  ,     50.0000   ,      17.00,      137335,   7.63,    2.94,  23,   7.63,  92.37,  68765,   1587420,   3.84,  88.54,     10000,      8819
   36 , 23  ,     60.0000   ,      17.00,      174695,   9.71,    3.53,  23,   9.71,  90.29,  88465,   1506060,   5.01,  85.29,     10000,      8367
   36 , 23  ,     70.0000   ,      17.00,      193790,  10.77,    4.12,  23,  10.77,  89.23,  99430,   1480500,   5.62,  83.62,     10000,      8225
   36 , 23  ,     80.0000   ,      17.00,      210675,  11.70,    4.71,  23,  11.70,  88.30, 107205,   1453140,   6.07,  82.23,     10000,      8073
   36 , 23  ,     90.0000   ,      17.00,      213305,  11.85,    5.29,  23,  11.85,  88.15, 106195,   1405080,   6.19,  81.96,     10000,      7806
   36 , 23  ,    100.0000   ,      17.00,      242410,  13.47,    5.88,  23,  13.47,  86.53, 117230,   1436220,   6.53,  80.00,     10000,      7979
   36 , 23  ,     10.0000   ,      19.00,       31430,   1.75,    0.53,  23,   1.75,  98.25,  16090,   1721880,   0.91,  97.34,     10000,      9566
   36 , 23  ,     20.0000   ,      19.00,       46400,   2.58,    1.05,  23,   2.58,  97.42,  23260,   1704420,   1.31,  96.11,     10000,      9469
   36 , 23  ,     30.0000   ,      19.00,       81790,   4.54,    1.58,  23,   4.54,  95.46,  42050,   1654200,   2.37,  93.09,     10000,      9190
   36 , 23  ,     40.0000   ,      19.00,       95185,   5.29,    2.11,  23,   5.29,  94.71,  46295,   1655100,   2.58,  92.13,     10000,      9195
   36 , 23  ,     50.0000   ,      19.00,      131855,   7.33,    2.63,  23,   7.33,  92.67,  65965,   1557720,   3.77,  88.91,     10000,      8654
   36 , 23  ,     60.0000   ,      19.00,      140855,   7.83,    3.16,  23,   7.83,  92.17,  70105,   1570140,   3.94,  88.24,     10000,      8723
   36 , 23  ,     70.0000   ,      19.00,      153840,   8.55,    3.68,  23,   8.55,  91.45,  76740,   1541520,   4.34,  87.12,     10000,      8564
   36 , 23  ,     80.0000   ,      19.00,      171850,   9.55,    4.21,  23,   9.55,  90.45,  83030,   1541520,   4.62,  85.83,     10000,      8564
   36 , 23  ,     90.0000   ,      19.00,      184785,  10.27,    4.74,  23,  10.27,  89.73,  91155,   1294200,   5.90,  83.83,     10000,      7190
   36 , 23  ,    100.0000   ,      19.00,      205405,  11.41,    5.26,  23,  11.41,  88.59, 100955,   1294200,   6.41,  82.18,     10000,      7190
   36 , 24  ,     10.0000   ,       1.00,      348020,  19.33,   10.00,  24,  19.33,  80.67, 190000,   1210500,  10.94,  69.72,     10000,      6725
   36 , 24  ,     20.0000   ,       1.00,      559180,  31.07,   20.00,  24,  31.07,  68.93, 296540,    907020,  16.98,  51.95,     10000,      5039
   36 , 24  ,     30.0000   ,       1.00,      682820,  37.93,   30.00,  24,  37.93,  62.07, 359920,    725940,  20.57,  41.49,     10000,      4033
   36 , 24  ,     40.0000   ,       1.00,      743350,  41.30,   40.00,  24,  41.30,  58.70, 398210,    633600,  22.66,  36.05,     10000,      3520
   36 , 24  ,     50.0000   ,       1.00,      841280,  46.74,   50.00,  24,  46.74,  53.26, 442120,    493920,  25.16,  28.10,     10000,      2744
   36 , 24  ,     60.0000   ,       1.00,      886500,  49.25,   60.00,  24,  49.25,  50.75, 464580,    428760,  26.39,  24.36,     10000,      2382
   36 , 24  ,     70.0000   ,       1.00,      884030,  49.11,   70.00,  24,  49.11,  50.89, 465070,    433980,  26.32,  24.56,     10000,      2411
   36 , 24  ,     80.0000   ,       1.00,      936990,  52.06,   80.00,  24,  52.06,  47.94, 492750,    353700,  27.91,  20.03,     10000,      1965
   36 , 24  ,     90.0000   ,       1.00,      942885,  52.38,   90.00,  24,  52.38,  47.62, 501255,    340740,  28.35,  19.27,     10000,      1893
   36 , 24  ,    100.0000   ,       1.00,      950525,  52.81,  100.00,  24,  52.81,  47.19, 497035,    339300,  28.05,  19.15,     10000,      1885
   36 , 24  ,     10.0000   ,       3.00,      142480,   7.92,    3.33,  24,   7.92,  92.08,  77120,   1560420,   4.34,  87.75,     10000,      8669
   36 , 24  ,     20.0000   ,       3.00,      276545,  15.36,    6.67,  24,  15.36,  84.64, 148255,   1346040,   8.40,  76.24,     10000,      7478
   36 , 24  ,     30.0000   ,       3.00,      384290,  21.35,   10.00,  24,  21.35,  78.65, 205570,   1192500,  11.56,  67.09,     10000,      6625
   36 , 24  ,     40.0000   ,       3.00,      441450,  24.52,   13.33,  24,  24.52,  75.47, 241830,   1100700,  13.60,  61.88,     10000,      6115
   36 , 24  ,     50.0000   ,       3.00,      532845,  29.60,   16.67,  24,  29.60,  70.40, 288315,    964440,  16.20,  54.20,     10000,      5358
   36 , 24  ,     60.0000   ,       3.00,      598620,  33.26,   20.00,  24,  33.26,  66.74, 320100,    867960,  17.98,  48.76,     10000,      4822
   36 , 24  ,     70.0000   ,       3.00,      575640,  31.98,   23.33,  24,  31.98,  68.02, 306180,    906660,  17.17,  50.85,     10000,      5037
   36 , 24  ,     80.0000   ,       3.00,      653050,  36.28,   26.67,  24,  36.28,  63.72, 341270,    794700,  19.14,  44.58,     10000,      4415
   36 , 24  ,     90.0000   ,       3.00,      666415,  37.02,   30.00,  24,  37.02,  62.98, 347345,    774900,  19.49,  43.49,     10000,      4305
   36 , 24  ,    100.0000   ,       3.00,      697710,  38.76,   33.33,  24,  38.76,  61.24, 366990,    719280,  20.69,  40.55,     10000,      3996
   36 , 24  ,     10.0000   ,       5.00,       91405,   5.08,    2.00,  24,   5.08,  94.92,  50255,   1645560,   2.81,  92.11,     10000,      9142
   36 , 24  ,     20.0000   ,       5.00,      198505,  11.03,    4.00,  24,  11.03,  88.97, 107855,   1453320,   6.15,  82.83,     10000,      8074
   36 , 24  ,     30.0000   ,       5.00,      279210,  15.51,    6.00,  24,  15.51,  84.49, 152070,   1355580,   8.52,  75.97,     10000,      7531
   36 , 24  ,     40.0000   ,       5.00,      319250,  17.74,    8.00,  24,  17.74,  82.26, 175390,   1291140,   9.84,  72.43,     10000,      7173
   36 , 24  ,     50.0000   ,       5.00,      430345,  23.91,   10.00,  24,  23.91,  76.09, 232235,   1124280,  13.03,  63.07,     10000,      6246
   36 , 24  ,     60.0000   ,       5.00,      449655,  24.98,   12.00,  24,  24.98,  75.02, 237945,   1056240,  13.79,  61.23,     10000,      5868
   36 , 24  ,     70.0000   ,       5.00,      400840,  22.27,   14.00,  24,  22.27,  77.73, 213680,   1149840,  12.18,  65.55,     10000,      6388
   36 , 24  ,     80.0000   ,       5.00,      506275,  28.13,   16.00,  24,  28.13,  71.87, 264845,   1020240,  14.81,  57.06,     10000,      5668
   36 , 24  ,     90.0000   ,       5.00,      517455,  28.75,   18.00,  24,  28.75,  71.25, 272745,    972360,  15.61,  55.64,     10000,      5402
   36 , 24  ,    100.0000   ,       5.00,      550405,  30.58,   20.00,  24,  30.58,  69.42, 290195,    950940,  16.23,  53.19,     10000,      5283
   36 , 24  ,     10.0000   ,       7.00,       69445,   3.86,    1.43,  24,   3.86,  96.14,  37835,   1666620,   2.13,  94.01,     10000,      9259
   36 , 24  ,     20.0000   ,       7.00,      167450,   9.30,    2.86,  24,   9.30,  90.70,  90310,   1530180,   5.05,  85.64,     10000,      8501
   36 , 24  ,     30.0000   ,       7.00,      239405,  13.30,    4.29,  24,  13.30,  86.70, 129055,   1419120,   7.23,  79.47,     10000,      7884
   36 , 24  ,     40.0000   ,       7.00,      259555,  14.42,    5.71,  24,  14.42,  85.58, 143285,   1295100,   8.53,  77.06,     10000,      7195
   36 , 24  ,     50.0000   ,       7.00,      333735,  18.54,    7.14,  24,  18.54,  81.46, 179985,   1277460,  10.06,  71.40,     10000,      7097
   36 , 24  ,     60.0000   ,       7.00,      348755,  19.38,    8.57,  24,  19.38,  80.62, 182785,   1260720,  10.21,  70.42,     10000,      7004
   36 , 24  ,     70.0000   ,       7.00,      323950,  18.00,   10.00,  24,  18.00,  82.00, 173750,   1259100,   9.94,  72.06,     10000,      6995
   36 , 24  ,     80.0000   ,       7.00,      408695,  22.71,   11.43,  24,  22.71,  77.29, 216265,   1162800,  12.12,  65.17,     10000,      6460
   36 , 24  ,     90.0000   ,       7.00,      418360,  23.24,   12.86,  24,  23.24,  76.76, 222080,   1128600,  12.62,  64.14,     10000,      6270
   36 , 24  ,    100.0000   ,       7.00,      444265,  24.68,   14.29,  24,  24.68,  75.32, 237035,   1105380,  13.30,  62.02,     10000,      6141
   36 , 24  ,     10.0000   ,       9.00,       58500,   3.25,    1.11,  24,   3.25,  96.75,  32400,   1651500,   1.86,  94.89,     10000,      9175
   36 , 24  ,     20.0000   ,       9.00,      133500,   7.42,    2.22,  24,   7.42,  92.58,  70620,   1570860,   3.98,  88.60,     10000,      8727
   36 , 24  ,     30.0000   ,       9.00,      199565,  11.09,    3.33,  24,  11.09,  88.91, 108775,   1468620,   6.13,  82.78,     10000,      8159
   36 , 24  ,     40.0000   ,       9.00,      234110,  13.01,    4.44,  24,  13.01,  86.99, 127330,   1413180,   7.19,  79.80,     10000,      7851
   36 , 24  ,     50.0000   ,       9.00,      290730,  16.15,    5.56,  24,  16.15,  83.85, 154950,   1346580,   8.65,  75.20,     10000,      7481
   36 , 24  ,     60.0000   ,       9.00,      282210,  15.68,    6.67,  24,  15.68,  84.32, 148350,   1289340,   8.70,  75.62,     10000,      7163
   36 , 24  ,     70.0000   ,       9.00,      280920,  15.61,    7.78,  24,  15.61,  84.39, 153060,   1344960,   8.62,  75.77,     10000,      7472
   36 , 24  ,     80.0000   ,       9.00,      339800,  18.88,    8.89,  24,  18.88,  81.12, 183640,   1131300,  11.33,  69.79,     10000,      6285
   36 , 24  ,     90.0000   ,       9.00,      361610,  20.09,   10.00,  24,  20.09,  79.91, 195310,   1237500,  10.89,  69.02,     10000,      6875
   36 , 24  ,    100.0000   ,       9.00,      379095,  21.06,   11.11,  24,  21.06,  78.94, 204645,   1210140,  11.42,  67.52,     10000,      6723
   36 , 24  ,     10.0000   ,      11.00,       50255,   2.79,    0.91,  24,   2.79,  97.21,  27865,   1665720,   1.60,  95.61,     10000,      9254
   36 , 24  ,     20.0000   ,      11.00,      111665,   6.20,    1.82,  24,   6.20,  93.80,  58795,   1590840,   3.34,  90.45,     10000,      8838
   36 , 24  ,     30.0000   ,      11.00,      161635,   8.98,    2.73,  24,   8.98,  91.02,  88025,   1493640,   5.07,  85.95,     10000,      8298
   36 , 24  ,     40.0000   ,      11.00,      205815,  11.43,    3.64,  24,  11.43,  88.57, 111885,   1472580,   6.25,  82.31,     10000,      8181
   36 , 24  ,     50.0000   ,      11.00,      255340,  14.19,    4.55,  24,  14.19,  85.81, 136160,   1401660,   7.60,  78.22,     10000,      7787
   36 , 24  ,     60.0000   ,      11.00,      243925,  13.55,    5.45,  24,  13.55,  86.45, 130115,   1409760,   7.30,  79.14,     10000,      7832
   36 , 24  ,     70.0000   ,      11.00,      247800,  13.77,    6.36,  24,  13.77,  86.23, 134520,   1328040,   7.93,  78.30,     10000,      7378
   36 , 24  ,     80.0000   ,      11.00,      306745,  17.04,    7.27,  24,  17.04,  82.96, 166115,   1271340,   9.59,  73.37,     10000,      7063
   36 , 24  ,     90.0000   ,      11.00,      306050,  17.00,    8.18,  24,  17.00,  83.00, 165010,   1178460,  10.19,  72.80,     10000,      6547
   36 , 24  ,    100.0000   ,      11.00,      340300,  18.91,    9.09,  24,  18.91,  81.09, 182960,   1178460,  10.90,  70.20,     10000,      6547
   36 , 24  ,     10.0000   ,      13.00,       47580,   2.64,    0.77,  24,   2.64,  97.36,  26220,   1719540,   1.46,  95.89,     10000,      9553
   36 , 24  ,     20.0000   ,      13.00,       89690,   4.98,    1.54,  24,   4.98,  95.02,  47470,   1625400,   2.70,  92.32,     10000,      9030
   36 , 24  ,     30.0000   ,      13.00,      149300,   8.29,    2.31,  24,   8.29,  91.71,  81640,   1512000,   4.70,  87.01,     10000,      8400
   36 , 24  ,     40.0000   ,      13.00,      189830,  10.55,    3.08,  24,  10.55,  89.45, 103210,   1496340,   5.77,  83.68,     10000,      8313
   36 , 24  ,     50.0000   ,      13.00,      232155,  12.90,    3.85,  24,  12.90,  87.10, 124965,   1429200,   7.00,  80.10,     10000,      7940
   36 , 24  ,     60.0000   ,      13.00,      220205,  12.23,    4.62,  24,  12.23,  87.77, 118555,   1455480,   6.61,  81.16,     10000,      8086
   36 , 24  ,     70.0000   ,      13.00,      228000,  12.67,    5.38,  24,  12.67,  87.33, 120480,   1397520,   6.93,  80.40,     10000,      7764
   36 , 24  ,     80.0000   ,      13.00,      274725,  15.26,    6.15,  24,  15.26,  84.74, 146835,   1340280,   8.37,  76.37,     10000,      7446
   36 , 24  ,     90.0000   ,      13.00,      292805,  16.27,    6.92,  24,  16.27,  83.73, 155935,   1322280,   8.83,  74.90,     10000,      7346
   36 , 24  ,    100.0000   ,      13.00,      312575,  17.37,    7.69,  24,  17.37,  82.63, 166945,   1259460,   9.67,  72.96,     10000,      6997
   36 , 24  ,     10.0000   ,      15.00,       43855,   2.44,    0.67,  24,   2.44,  97.56,  24005,   1719180,   1.34,  96.22,     10000,      9551
   36 , 24  ,     20.0000   ,      15.00,       73990,   4.11,    1.33,  24,   4.11,  95.89,  39410,   1585440,   2.33,  93.56,     10000,      8808
   36 , 24  ,     30.0000   ,      15.00,      141920,   7.88,    2.00,  24,   7.88,  92.12,  77140,   1556460,   4.35,  87.77,     10000,      8647
   36 , 24  ,     40.0000   ,      15.00,      163190,   9.07,    2.67,  24,   9.07,  90.93,  88990,   1536660,   4.98,  85.96,     10000,      8537
   36 , 24  ,     50.0000   ,      15.00,      200540,  11.14,    3.33,  24,  11.14,  88.86, 109060,   1484820,   6.08,  82.78,     10000,      8249
   36 , 24  ,     60.0000   ,      15.00,      188115,  10.45,    4.00,  24,  10.45,  89.55, 100245,   1487340,   5.65,  83.89,     10000,      8263
   36 , 24  ,     70.0000   ,      15.00,      201970,  11.22,    4.67,  24,  11.22,  88.78, 108710,   1423980,   6.30,  82.48,     10000,      7911
   36 , 24  ,     80.0000   ,      15.00,      243385,  13.52,    5.33,  24,  13.52,  86.48, 130295,   1373940,   7.49,  78.99,     10000,      7633
   36 , 24  ,     90.0000   ,      15.00,      259620,  14.42,    6.00,  24,  14.42,  85.58, 140880,   1322820,   8.24,  77.34,     10000,      7349
   36 , 24  ,    100.0000   ,      15.00,      288685,  16.04,    6.67,  24,  16.04,  83.96, 156275,   1322820,   8.87,  75.09,     10000,      7349
   36 , 24  ,     10.0000   ,      17.00,       40425,   2.25,    0.59,  24,   2.25,  97.75,  22395,   1692360,   1.28,  96.48,     10000,      9402
   36 , 24  ,     20.0000   ,      17.00,       65700,   3.65,    1.18,  24,   3.65,  96.35,  35100,   1603260,   2.06,  94.29,     10000,      8907
   36 , 24  ,     30.0000   ,      17.00,      127360,   7.08,    1.76,  24,   7.08,  92.92,  69380,   1562220,   3.95,  88.97,     10000,      8679
   36 , 24  ,     40.0000   ,      17.00,      142820,   7.93,    2.35,  24,   7.93,  92.07,  78580,   1569960,   4.39,  87.68,     10000,      8722
   36 , 24  ,     50.0000   ,      17.00,      179475,   9.97,    2.94,  24,   9.97,  90.03,  98265,   1511460,   5.50,  84.53,     10000,      8397
   36 , 24  ,     60.0000   ,      17.00,      174120,   9.67,    3.53,  24,   9.67,  90.33,  93540,   1489140,   5.34,  84.99,     10000,      8273
   36 , 24  ,     70.0000   ,      17.00,      182945,  10.16,    4.12,  24,  10.16,  89.84,  98035,   1414620,   5.82,  84.01,     10000,      7859
   36 , 24  ,     80.0000   ,      17.00,      223160,  12.40,    4.71,  24,  12.40,  87.60, 120280,   1356840,   7.13,  80.47,     10000,      7538
   36 , 24  ,     90.0000   ,      17.00,      235115,  13.06,    5.29,  24,  13.06,  86.94, 125605,   1332360,   7.49,  79.45,     10000,      7402
   36 , 24  ,    100.0000   ,      17.00,      261425,  14.52,    5.88,  24,  14.52,  85.48, 139435,   1332360,   8.10,  77.38,     10000,      7402
   36 , 24  ,     10.0000   ,      19.00,       36650,   2.04,    0.53,  24,   2.04,  97.96,  20410,   1659960,   1.19,  96.77,     10000,      9222
   36 , 24  ,     20.0000   ,      19.00,       61225,   3.40,    1.05,  24,   3.40,  96.60,  32915,   1604880,   1.94,  94.66,     10000,      8916
   36 , 24  ,     30.0000   ,      19.00,      112645,   6.26,    1.58,  24,   6.26,  93.74,  60515,   1620540,   3.37,  90.37,     10000,      9003
   36 , 24  ,     40.0000   ,      19.00,      116940,   6.50,    2.11,  24,   6.50,  93.50,  63780,   1536300,   3.73,  89.78,     10000,      8535
   36 , 24  ,     50.0000   ,      19.00,      152970,   8.50,    2.63,  24,   8.50,  91.50,  82650,   1555020,   4.62,  86.88,     10000,      8639
   36 , 24  ,     60.0000   ,      19.00,      166850,   9.27,    3.16,  24,   9.27,  90.73,  89830,   1516140,   5.08,  85.66,     10000,      8423
   36 , 24  ,     70.0000   ,      19.00,      173710,   9.65,    3.68,  24,   9.65,  90.35,  92510,   1466640,   5.36,  84.99,     10000,      8148
   36 , 24  ,     80.0000   ,      19.00,      199785,  11.10,    4.21,  24,  11.10,  88.90, 105855,   1476900,   5.95,  82.96,     10000,      8205
   36 , 24  ,     90.0000   ,      19.00,      220085,  12.23,    4.74,  24,  12.23,  87.77, 113455,   1463040,   6.32,  81.46,     10000,      8128
   36 , 24  ,    100.0000   ,      19.00,      230595,  12.81,    5.26,  24,  12.81,  87.19, 120765,   1389420,   6.97,  80.22,     10000,      7719
   36 , 25  ,     10.0000   ,       1.00,      362890,  20.16,   10.00,  25,  20.16,  79.84, 218870,   1169640,  12.59,  67.25,     10000,      6498
   36 , 25  ,     20.0000   ,       1.00,      555150,  30.84,   20.00,  25,  30.84,  69.16, 317310,    891720,  18.15,  51.01,     10000,      4954
   36 , 25  ,     30.0000   ,       1.00,      690765,  38.38,   30.00,  25,  38.38,  61.62, 387975,    691740,  22.14,  39.48,     10000,      3843
   36 , 25  ,     40.0000   ,       1.00,      749575,  41.64,   40.00,  25,  41.64,  58.36, 431045,    592920,  24.57,  33.79,     10000,      3294
   36 , 25  ,     50.0000   ,       1.00,      820265,  45.57,   50.00,  25,  45.57,  54.43, 458635,    500040,  26.04,  28.39,     10000,      2778
   36 , 25  ,     60.0000   ,       1.00,      852295,  47.35,   60.00,  25,  47.35,  52.65, 480245,    448200,  27.23,  25.42,     10000,      2490
   36 , 25  ,     70.0000   ,       1.00,      892720,  49.60,   70.00,  25,  49.60,  50.40, 497240,    393660,  28.13,  22.27,     10000,      2187
   36 , 25  ,     80.0000   ,       1.00,      866780,  48.15,   80.00,  25,  48.15,  51.85, 491860,    427320,  27.74,  24.10,     10000,      2374
   36 , 25  ,     90.0000   ,       1.00,      905015,  50.28,   90.00,  25,  50.28,  49.72, 509425,    372060,  28.73,  20.99,     10000,      2067
   36 , 25  ,    100.0000   ,       1.00,      951025,  52.83,  100.00,  25,  52.83,  47.17, 537035,    299520,  30.28,  16.89,     10000,      1664
   36 , 25  ,     10.0000   ,       3.00,      159190,   8.84,    3.33,  25,   8.84,  91.16,  95330,   1503000,   5.44,  85.72,     10000,      8350
   36 , 25  ,     20.0000   ,       3.00,      273610,  15.20,    6.67,  25,  15.20,  84.80, 157850,   1329660,   9.00,  75.80,     10000,      7387
   36 , 25  ,     30.0000   ,       3.00,      394545,  21.92,   10.00,  25,  21.92,  78.08, 225915,   1157400,  12.75,  65.33,     10000,      6430
   36 , 25  ,     40.0000   ,       3.00,      436015,  24.22,   13.33,  25,  24.22,  75.78, 255725,   1093860,  14.36,  61.42,     10000,      6077
   36 , 25  ,     50.0000   ,       3.00,      513505,  28.53,   16.67,  25,  28.53,  71.47, 291455,    982080,  16.36,  55.12,     10000,      5456
   36 , 25  ,     60.0000   ,       3.00,      564490,  31.36,   20.00,  25,  31.36,  68.64, 318590,    903240,  17.90,  50.74,     10000,      5018
   36 , 25  ,     70.0000   ,       3.00,      600330,  33.35,   23.33,  25,  33.35,  66.65, 339090,    842220,  19.13,  47.52,     10000,      4679
   36 , 25  ,     80.0000   ,       3.00,      595080,  33.06,   26.67,  25,  33.06,  66.94, 335880,    842940,  19.07,  47.87,     10000,      4683
   36 , 25  ,     90.0000   ,       3.00,      628710,  34.93,   30.00,  25,  34.93,  65.07, 354090,    806760,  19.85,  45.22,     10000,      4482
   36 , 25  ,    100.0000   ,       3.00,      727670,  40.43,   33.33,  25,  40.43,  59.57, 411550,    642600,  23.26,  36.32,     10000,      3570
   36 , 25  ,     10.0000   ,       5.00,      108095,   6.01,    2.00,  25,   6.01,  93.99,  66505,   1597680,   3.76,  90.24,     10000,      8876
   36 , 25  ,     20.0000   ,       5.00,      190415,  10.58,    4.00,  25,  10.58,  89.42, 109645,   1487520,   6.14,  83.28,     10000,      8264
   36 , 25  ,     30.0000   ,       5.00,      281625,  15.65,    6.00,  25,  15.65,  84.35, 160815,   1321920,   9.15,  75.21,     10000,      7344
   36 , 25  ,     40.0000   ,       5.00,      333790,  18.54,    8.00,  25,  18.54,  81.46, 194510,   1254420,  10.93,  70.52,     10000,      6969
   36 , 25  ,     50.0000   ,       5.00,      402935,  22.39,   10.00,  25,  22.39,  77.61, 226165,   1159920,  12.66,  64.95,     10000,      6444
   36 , 25  ,     60.0000   ,       5.00,      405470,  22.53,   12.00,  25,  22.53,  77.47, 228310,   1156320,  12.77,  64.70,     10000,      6424
   36 , 25  ,     70.0000   ,       5.00,      440650,  24.48,   14.00,  25,  24.48,  75.52, 250370,   1099980,  14.00,  61.52,     10000,      6111
   36 , 25  ,     80.0000   ,       5.00,      473370,  26.30,   16.00,  25,  26.30,  73.70, 268230,   1047060,  15.03,  58.67,     10000,      5817
   36 , 25  ,     90.0000   ,       5.00,      493415,  27.41,   18.00,  25,  27.41,  72.59, 278785,    976860,  16.12,  56.47,     10000,      5427
   36 , 25  ,    100.0000   ,       5.00,      556380,  30.91,   20.00,  25,  30.91,  69.09, 310140,    924480,  17.36,  51.73,     10000,      5136
   36 , 25  ,     10.0000   ,       7.00,       82380,   4.58,    1.43,  25,   4.58,  95.42,  51000,   1618020,   2.92,  92.51,     10000,      8989
   36 , 25  ,     20.0000   ,       7.00,      138090,   7.67,    2.86,  25,   7.67,  92.33,  78990,   1569420,   4.42,  87.90,     10000,      8719
   36 , 25  ,     30.0000   ,       7.00,      214570,  11.92,    4.29,  25,  11.92,  88.08, 122930,   1377180,   7.22,  80.86,     10000,      7651
   36 , 25  ,     40.0000   ,       7.00,      257035,  14.28,    5.71,  25,  14.28,  85.72, 145805,   1387800,   8.15,  77.57,     10000,      7710
   36 , 25  ,     50.0000   ,       7.00,      332000,  18.44,    7.14,  25,  18.44,  81.56, 187120,   1267560,  10.49,  71.06,     10000,      7042
   36 , 25  ,     60.0000   ,       7.00,      317170,  17.62,    8.57,  25,  17.62,  82.38, 181430,   1289160,  10.16,  72.22,     10000,      7162
   36 , 25  ,     70.0000   ,       7.00,      373785,  20.77,   10.00,  25,  20.77,  79.23, 214995,   1167840,  12.32,  66.92,     10000,      6488
   36 , 25  ,     80.0000   ,       7.00,      394165,  21.90,   11.43,  25,  21.90,  78.10, 223955,   1171620,  12.53,  65.57,     10000,      6509
   36 , 25  ,     90.0000   ,       7.00,      430155,  23.90,   12.86,  25,  23.90,  76.10, 243225,   1119240,  13.59,  62.52,     10000,      6218
   36 , 25  ,    100.0000   ,       7.00,      453280,  25.18,   14.29,  25,  25.18,  74.82, 255200,   1084140,  14.26,  60.56,     10000,      6023
   36 , 25  ,     10.0000   ,       9.00,       67670,   3.76,    1.11,  25,   3.76,  96.24,  41590,   1658700,   2.35,  93.89,     10000,      9215
   36 , 25  ,     20.0000   ,       9.00,      110775,   6.15,    2.22,  25,   6.15,  93.85,  63105,   1594440,   3.57,  90.27,     10000,      8858
