 NPOZ,NLIM,MEAN1,MEAN2,P,B,M1DM2,NLIM1,B1,N100MB,PN,PP,BPN,BPP,UNK1,UNK2
   36 ,  8  ,     70.0000   ,       9.00,      271700,  15.09,    7.78,   8,  15.09,  84.91,  27820,   1471320,   1.58,  83.33,     10000,      8174
   36 ,  8  ,     80.0000   ,       9.00,      368030,  20.45,    8.89,   8,  20.45,  79.55,  37690,   1366020,   2.14,  77.42,     10000,      7589
   36 ,  8  ,     90.0000   ,       9.00,      428495,  23.81,   10.00,   8,  23.81,  76.19,  43285,   1308600,   2.44,  73.76,     10000,      7270
   36 ,  8  ,    100.0000   ,       9.00,      464155,  25.79,   11.11,   8,  25.79,  74.21,  48485,   1261800,   2.75,  71.47,     10000,      7010
   36 ,  8  ,     10.0000   ,      11.00,       53555,   2.98,    0.91,   8,   2.98,  97.02,   4585,   1721160,   0.26,  96.77,     10000,      9562
   36 ,  8  ,     20.0000   ,      11.00,       92090,   5.12,    1.82,   8,   5.12,  94.88,   8350,   1679400,   0.47,  94.41,     10000,      9330
   36 ,  8  ,     30.0000   ,      11.00,      129835,   7.21,    2.73,   8,   7.21,  92.79,  12365,   1610640,   0.71,  92.08,     10000,      8948
   36 ,  8  ,     40.0000   ,      11.00,      178880,   9.94,    3.64,   8,   9.94,  90.06,  17500,   1576080,   0.99,  89.07,     10000,      8756
   36 ,  8  ,     50.0000   ,      11.00,      199790,  11.10,    4.55,   8,  11.10,  88.90,  20530,   1552320,   1.16,  87.74,     10000,      8624
   36 ,  8  ,     60.0000   ,      11.00,      265730,  14.76,    5.45,   8,  14.76,  85.24,  27310,   1476360,   1.55,  83.69,     10000,      8202
   36 ,  8  ,     70.0000   ,      11.00,      224200,  12.46,    6.36,   8,  12.46,  87.54,  22580,   1502280,   1.30,  86.25,     10000,      8346
   36 ,  8  ,     80.0000   ,      11.00,      306165,  17.01,    7.27,   8,  17.01,  82.99,  31335,   1429740,   1.78,  81.21,     10000,      7943
   36 ,  8  ,     90.0000   ,      11.00,      372980,  20.72,    8.18,   8,  20.72,  79.28,  37420,   1368900,   2.11,  77.17,     10000,      7605
   36 ,  8  ,    100.0000   ,      11.00,      402705,  22.37,    9.09,   8,  22.37,  77.63,  41535,   1330740,   2.35,  75.28,     10000,      7393
   36 ,  8  ,     10.0000   ,      13.00,       42275,   2.35,    0.77,   8,   2.35,  97.65,   3625,   1690200,   0.21,  97.44,     10000,      9390
   36 ,  8  ,     20.0000   ,      13.00,       79745,   4.43,    1.54,   8,   4.43,  95.57,   7195,   1673100,   0.41,  95.16,     10000,      9295
   36 ,  8  ,     30.0000   ,      13.00,      115055,   6.39,    2.31,   8,   6.39,  93.61,  10765,   1658880,   0.60,  93.00,     10000,      9216
   36 ,  8  ,     40.0000   ,      13.00,      160090,   8.89,    3.08,   8,   8.89,  91.11,  15770,   1585440,   0.90,  90.21,     10000,      8808
   36 ,  8  ,     50.0000   ,      13.00,      174545,   9.70,    3.85,   8,   9.70,  90.30,  17875,   1593000,   1.00,  89.30,     10000,      8850
   36 ,  8  ,     60.0000   ,      13.00,      236775,  13.15,    4.62,   8,  13.15,  86.85,  24405,   1500840,   1.39,  85.46,     10000,      8338
   36 ,  8  ,     70.0000   ,      13.00,      200430,  11.14,    5.38,   8,  11.14,  88.86,  19890,   1568160,   1.11,  87.75,     10000,      8712
   36 ,  8  ,     80.0000   ,      13.00,      260180,  14.45,    6.15,   8,  14.45,  85.55,  26560,   1500120,   1.49,  84.06,     10000,      8334
   36 ,  8  ,     90.0000   ,      13.00,      325280,  18.07,    6.92,   8,  18.07,  81.93,  32020,   1401300,   1.83,  80.10,     10000,      7785
   36 ,  8  ,    100.0000   ,      13.00,      359560,  19.98,    7.69,   8,  19.98,  80.02,  37520,   1362960,   2.14,  77.88,     10000,      7572
   36 ,  8  ,     10.0000   ,      15.00,       36445,   2.02,    0.67,   8,   2.02,  97.98,   3155,   1722240,   0.18,  97.80,     10000,      9568
   36 ,  8  ,     20.0000   ,      15.00,       69590,   3.87,    1.33,   8,   3.87,  96.13,   6190,   1701720,   0.35,  95.79,     10000,      9454
   36 ,  8  ,     30.0000   ,      15.00,      100365,   5.58,    2.00,   8,   5.58,  94.42,   9435,   1676880,   0.53,  93.90,     10000,      9316
   36 ,  8  ,     40.0000   ,      15.00,      132035,   7.34,    2.67,   8,   7.34,  92.66,  12865,   1642500,   0.72,  91.94,     10000,      9125
   36 ,  8  ,     50.0000   ,      15.00,      153700,   8.54,    3.33,   8,   8.54,  91.46,  15500,   1618920,   0.87,  90.59,     10000,      8994
   36 ,  8  ,     60.0000   ,      15.00,      204615,  11.37,    4.00,   8,  11.37,  88.63,  21105,   1552680,   1.19,  87.44,     10000,      8626
   36 ,  8  ,     70.0000   ,      15.00,      177295,   9.85,    4.67,   8,   9.85,  90.15,  17645,   1565460,   1.00,  89.15,     10000,      8697
   36 ,  8  ,     80.0000   ,      15.00,      229820,  12.77,    5.33,   8,  12.77,  87.23,  23440,   1535400,   1.31,  85.92,     10000,      8530
   36 ,  8  ,     90.0000   ,      15.00,      283135,  15.73,    6.00,   8,  15.73,  84.27,  27905,   1466640,   1.57,  82.70,     10000,      8148
   36 ,  8  ,    100.0000   ,      15.00,      312950,  17.39,    6.67,   8,  17.39,  82.61,  32830,   1441800,   1.84,  80.77,     10000,      8010
   36 ,  8  ,     10.0000   ,      17.00,       32960,   1.83,    0.59,   8,   1.83,  98.17,   2860,   1742940,   0.16,  98.01,     10000,      9683
   36 ,  8  ,     20.0000   ,      17.00,       64130,   3.56,    1.18,   8,   3.56,  96.44,   5710,   1710540,   0.32,  96.12,     10000,      9503
   36 ,  8  ,     30.0000   ,      17.00,       91935,   5.11,    1.76,   8,   5.11,  94.89,   8685,   1662840,   0.49,  94.40,     10000,      9238
   36 ,  8  ,     40.0000   ,      17.00,      121955,   6.78,    2.35,   8,   6.78,  93.22,  11785,   1590480,   0.69,  92.54,     10000,      8836
   36 ,  8  ,     50.0000   ,      17.00,      144950,   8.05,    2.94,   8,   8.05,  91.95,  14710,   1619460,   0.83,  91.12,     10000,      8997
   36 ,  8  ,     60.0000   ,      17.00,      179250,   9.96,    3.53,   8,   9.96,  90.04,  18570,   1590660,   1.04,  89.00,     10000,      8837
   36 ,  8  ,     70.0000   ,      17.00,      160750,   8.93,    4.12,   8,   8.93,  91.07,  15830,   1604880,   0.89,  90.18,     10000,      8916
   36 ,  8  ,     80.0000   ,      17.00,      198570,  11.03,    4.71,   8,  11.03,  88.97,  20310,   1550700,   1.15,  87.82,     10000,      8615
   36 ,  8  ,     90.0000   ,      17.00,      260035,  14.45,    5.29,   8,  14.45,  85.55,  25985,   1474920,   1.48,  84.07,     10000,      8194
   36 ,  8  ,    100.0000   ,      17.00,      268100,  14.89,    5.88,   8,  14.89,  85.11,  28360,   1483020,   1.60,  83.51,     10000,      8239
   36 ,  8  ,     10.0000   ,      19.00,       29640,   1.65,    0.53,   8,   1.65,  98.35,   2580,   1727820,   0.15,  98.21,     10000,      9599
   36 ,  8  ,     20.0000   ,      19.00,       54280,   3.02,    1.05,   8,   3.02,  96.98,   4940,   1728900,   0.28,  96.71,     10000,      9605
   36 ,  8  ,     30.0000   ,      19.00,       80625,   4.48,    1.58,   8,   4.48,  95.52,   7575,   1647720,   0.44,  95.08,     10000,      9154
   36 ,  8  ,     40.0000   ,      19.00,      114110,   6.34,    2.11,   8,   6.34,  93.66,  10990,   1635300,   0.63,  93.04,     10000,      9085
   36 ,  8  ,     50.0000   ,      19.00,      130135,   7.23,    2.63,   8,   7.23,  92.77,  13145,   1614060,   0.75,  92.02,     10000,      8967
   36 ,  8  ,     60.0000   ,      19.00,      158785,   8.82,    3.16,   8,   8.82,  91.18,  16355,   1599120,   0.92,  90.26,     10000,      8884
   36 ,  8  ,     70.0000   ,      19.00,      150080,   8.34,    3.68,   8,   8.34,  91.66,  14620,   1575360,   0.84,  90.82,     10000,      8752
   36 ,  8  ,     80.0000   ,      19.00,      170525,   9.47,    4.21,   8,   9.47,  90.53,  17575,   1540620,   1.02,  89.51,     10000,      8559
   36 ,  8  ,     90.0000   ,      19.00,      237185,  13.18,    4.74,   8,  13.18,  86.82,  23995,   1506060,   1.36,  85.46,     10000,      8367
   36 ,  8  ,    100.0000   ,      19.00,      238735,  13.26,    5.26,   8,  13.26,  86.74,  25505,   1455480,   1.49,  85.24,     10000,      8086
   36 ,  9  ,     10.0000   ,       1.00,      401705,  22.32,   10.00,   9,  22.32,  77.68,  41995,   1225800,   2.57,  75.11,     10000,      6810
   36 ,  9  ,     20.0000   ,       1.00,      618605,  34.37,   20.00,   9,  34.37,  65.63,  68815,   1006740,   4.20,  61.43,     10000,      5593
   36 ,  9  ,     30.0000   ,       1.00,      798540,  44.36,   30.00,   9,  44.36,  55.64,  93900,    817740,   5.73,  49.91,     10000,      4543
   36 ,  9  ,     40.0000   ,       1.00,      904310,  50.24,   40.00,   9,  50.24,  49.76, 107290,    710820,   6.53,  43.23,     10000,      3949
   36 ,  9  ,     50.0000   ,       1.00,     1000475,  55.58,   50.00,   9,  55.58,  44.42, 116605,    613980,   7.09,  37.33,     10000,      3411
   36 ,  9  ,     60.0000   ,       1.00,     1048940,  58.27,   60.00,   9,  58.27,  41.73, 126280,    563580,   7.64,  34.09,     10000,      3131
   36 ,  9  ,     70.0000   ,       1.00,     1083020,  60.17,   70.00,   9,  60.17,  39.83, 125860,    536760,   7.57,  32.27,     10000,      2982
   36 ,  9  ,     80.0000   ,       1.00,     1160640,  64.48,   80.00,   9,  64.48,  35.52, 137880,    450900,   8.32,  27.20,     10000,      2505
   36 ,  9  ,     90.0000   ,       1.00,     1175775,  65.32,   90.00,   9,  65.32,  34.68, 140385,    438120,   8.42,  26.26,     10000,      2434
   36 ,  9  ,    100.0000   ,       1.00,     1221555,  67.86,  100.00,   9,  67.86,  32.14, 145545,    390060,   8.73,  23.40,     10000,      2167
   36 ,  9  ,     10.0000   ,       3.00,      170405,   9.47,    3.33,   9,   9.47,  90.53,  17695,   1556100,   1.02,  89.52,     10000,      8645
   36 ,  9  ,     20.0000   ,       3.00,      292425,  16.25,    6.67,   9,  16.25,  83.75,  32475,   1422900,   1.87,  81.89,     10000,      7905
   36 ,  9  ,     30.0000   ,       3.00,      425070,  23.61,   10.00,   9,  23.61,  76.39,  49770,   1273140,   2.87,  73.51,     10000,      7073
   36 ,  9  ,     40.0000   ,       3.00,      506735,  28.15,   13.33,   9,  28.15,  71.85,  61165,   1186560,   3.52,  68.33,     10000,      6592
   36 ,  9  ,     50.0000   ,       3.00,      582800,  32.38,   16.67,   9,  32.38,  67.62,  67360,   1107180,   3.88,  63.74,     10000,      6151
   36 ,  9  ,     60.0000   ,       3.00,      642085,  35.67,   20.00,   9,  35.67,  64.33,  77555,   1038960,   4.47,  59.86,     10000,      5772
   36 ,  9  ,     70.0000   ,       3.00,      662095,  36.78,   23.33,   9,  36.78,  63.22,  77165,   1027620,   4.42,  58.80,     10000,      5709
   36 ,  9  ,     80.0000   ,       3.00,      747370,  41.52,   26.67,   9,  41.52,  58.48,  88910,    915840,   5.17,  53.30,     10000,      5088
   36 ,  9  ,     90.0000   ,       3.00,      765135,  42.51,   30.00,   9,  42.51,  57.49,  90765,    914040,   5.19,  52.30,     10000,      5078
   36 ,  9  ,    100.0000   ,       3.00,      831050,  46.17,   33.33,   9,  46.17,  53.83,  98290,    840420,   5.64,  48.19,     10000,      4669
   36 ,  9  ,     10.0000   ,       5.00,      110255,   6.13,    2.00,   9,   6.13,  93.87,  11425,   1634400,   0.65,  93.22,     10000,      9080
   36 ,  9  ,     20.0000   ,       5.00,      189875,  10.55,    4.00,   9,  10.55,  89.45,  21265,   1557180,   1.21,  88.25,     10000,      8651
   36 ,  9  ,     30.0000   ,       5.00,      298415,  16.58,    6.00,   9,  16.58,  83.42,  34765,   1430280,   1.98,  81.44,     10000,      7946
   36 ,  9  ,     40.0000   ,       5.00,      343995,  19.11,    8.00,   9,  19.11,  80.89,  41385,   1383300,   2.35,  78.54,     10000,      7685
   36 ,  9  ,     50.0000   ,       5.00,      398665,  22.15,   10.00,   9,  22.15,  77.85,  45755,   1327860,   2.59,  75.26,     10000,      7377
   36 ,  9  ,     60.0000   ,       5.00,      458990,  25.50,   12.00,   9,  25.50,  74.50,  55990,   1254420,   3.18,  71.32,     10000,      6969
   36 ,  9  ,     70.0000   ,       5.00,      484690,  26.93,   14.00,   9,  26.93,  73.07,  57110,   1229400,   3.24,  69.83,     10000,      6830
   36 ,  9  ,     80.0000   ,       5.00,      558550,  31.03,   16.00,   9,  31.03,  68.97,  66410,   1139040,   3.80,  65.17,     10000,      6328
   36 ,  9  ,     90.0000   ,       5.00,      560170,  31.12,   18.00,   9,  31.12,  68.88,  66590,   1150920,   3.77,  65.11,     10000,      6394
   36 ,  9  ,    100.0000   ,       5.00,      643525,  35.75,   20.00,   9,  35.75,  64.25,  75755,   1049940,   4.32,  59.92,     10000,      5833
   36 ,  9  ,     10.0000   ,       7.00,       83865,   4.66,    1.43,   9,   4.66,  95.34,   8835,   1671660,   0.50,  94.84,     10000,      9287
   36 ,  9  ,     20.0000   ,       7.00,      135100,   7.51,    2.86,   9,   7.51,  92.49,  15020,   1602540,   0.86,  91.64,     10000,      8903
   36 ,  9  ,     30.0000   ,       7.00,      227010,  12.61,    4.29,   9,  12.61,  87.39,  26070,   1508580,   1.48,  85.90,     10000,      8381
   36 ,  9  ,     40.0000   ,       7.00,      258490,  14.36,    5.71,   9,  14.36,  85.64,  30770,   1481220,   1.74,  83.90,     10000,      8229
   36 ,  9  ,     50.0000   ,       7.00,      300530,  16.70,    7.14,   9,  16.70,  83.30,  34090,   1438380,   1.93,  81.38,     10000,      7991
   36 ,  9  ,     60.0000   ,       7.00,      385695,  21.43,    8.57,   9,  21.43,  78.57,  47565,   1313820,   2.75,  75.83,     10000,      7299
   36 ,  9  ,     70.0000   ,       7.00,      359965,  20.00,   10.00,   9,  20.00,  80.00,  41795,   1344060,   2.41,  77.59,     10000,      7467
   36 ,  9  ,     80.0000   ,       7.00,      453350,  25.19,   11.43,   9,  25.19,  74.81,  54250,   1260000,   3.09,  71.73,     10000,      7000
   36 ,  9  ,     90.0000   ,       7.00,      452015,  25.11,   12.86,   9,  25.11,  74.89,  53425,   1232100,   3.11,  71.78,     10000,      6845
   36 ,  9  ,    100.0000   ,       7.00,      517170,  28.73,   14.29,   9,  28.73,  71.27,  59190,   1202940,   3.34,  67.93,     10000,      6683
   36 ,  9  ,     10.0000   ,       9.00,       62740,   3.49,    1.11,   9,   3.49,  96.51,   6560,   1686960,   0.37,  96.14,     10000,      9372
   36 ,  9  ,     20.0000   ,       9.00,      102965,   5.72,    2.22,   9,   5.72,  94.28,  11335,   1663200,   0.64,  93.64,     10000,      9240
   36 ,  9  ,     30.0000   ,       9.00,      183295,  10.18,    3.33,   9,  10.18,  89.82,  21005,   1570860,   1.19,  88.63,     10000,      8727
   36 ,  9  ,     40.0000   ,       9.00,      211690,  11.76,    4.44,   9,  11.76,  88.24,  25190,   1540080,   1.42,  86.82,     10000,      8556
   36 ,  9  ,     50.0000   ,       9.00,      250435,  13.91,    5.56,   9,  13.91,  86.09,  28565,   1498500,   1.61,  84.48,     10000,      8325
   36 ,  9  ,     60.0000   ,       9.00,      321960,  17.89,    6.67,   9,  17.89,  82.11,  39480,   1415160,   2.23,  79.88,     10000,      7862
   36 ,  9  ,     70.0000   ,       9.00,      303035,  16.84,    7.78,   9,  16.84,  83.16,  35545,   1436040,   2.01,  81.16,     10000,      7978
   36 ,  9  ,     80.0000   ,       9.00,      376325,  20.91,    8.89,   9,  20.91,  79.09,  45235,   1354680,   2.56,  76.54,     10000,      7526
   36 ,  9  ,     90.0000   ,       9.00,      372015,  20.67,   10.00,   9,  20.67,  79.33,  44505,   1367100,   2.50,  76.83,     10000,      7595
   36 ,  9  ,    100.0000   ,       9.00,      437355,  24.30,   11.11,   9,  24.30,  75.70,  49905,   1281960,   2.84,  72.87,     10000,      7122
   36 ,  9  ,     10.0000   ,      11.00,       52225,   2.90,    0.91,   9,   2.90,  97.10,   5375,   1686960,   0.31,  96.79,     10000,      9372
   36 ,  9  ,     20.0000   ,      11.00,       90530,   5.03,    1.82,   9,   5.03,  94.97,   9910,   1653120,   0.57,  94.40,     10000,      9184
   36 ,  9  ,     30.0000   ,      11.00,      151845,   8.44,    2.73,   9,   8.44,  91.56,  17535,   1602360,   0.99,  90.57,     10000,      8902
   36 ,  9  ,     40.0000   ,      11.00,      173660,   9.65,    3.64,   9,   9.65,  90.35,  20560,   1583820,   1.16,  89.19,     10000,      8799
   36 ,  9  ,     50.0000   ,      11.00,      217770,  12.10,    4.55,   9,  12.10,  87.90,  24870,   1523340,   1.41,  86.49,     10000,      8463
   36 ,  9  ,     60.0000   ,      11.00,      276450,  15.36,    5.45,   9,  15.36,  84.64,  33870,   1473300,   1.90,  82.74,     10000,      8185
   36 ,  9  ,     70.0000   ,      11.00,      269220,  14.96,    6.36,   9,  14.96,  85.04,  31740,   1454400,   1.82,  83.23,     10000,      8080
   36 ,  9  ,     80.0000   ,      11.00,      323665,  17.98,    7.27,   9,  17.98,  82.02,  39395,   1419840,   2.21,  79.80,     10000,      7888
   36 ,  9  ,     90.0000   ,      11.00,      315440,  17.52,    8.18,   9,  17.52,  82.48,  37540,   1433520,   2.10,  80.37,     10000,      7964
   36 ,  9  ,    100.0000   ,      11.00,      390835,  21.71,    9.09,   9,  21.71,  78.29,  44585,   1310220,   2.58,  75.71,     10000,      7279
   36 ,  9  ,     10.0000   ,      13.00,       45095,   2.51,    0.77,   9,   2.51,  97.49,   4585,   1726920,   0.26,  97.24,     10000,      9594
   36 ,  9  ,     20.0000   ,      13.00,       81790,   4.54,    1.54,   9,   4.54,  95.46,   8930,   1685160,   0.50,  94.95,     10000,      9362
   36 ,  9  ,     30.0000   ,      13.00,      128345,   7.13,    2.31,   9,   7.13,  92.87,  14755,   1628100,   0.83,  92.04,     10000,      9045
   36 ,  9  ,     40.0000   ,      13.00,      158135,   8.79,    3.08,   9,   8.79,  91.21,  18805,   1592640,   1.06,  90.15,     10000,      8848
   36 ,  9  ,     50.0000   ,      13.00,      190235,  10.57,    3.85,   9,  10.57,  89.43,  21985,   1559700,   1.24,  88.19,     10000,      8665
   36 ,  9  ,     60.0000   ,      13.00,      244255,  13.57,    4.62,   9,  13.57,  86.43,  30605,   1486260,   1.74,  84.69,     10000,      8257
   36 ,  9  ,     70.0000   ,      13.00,      241190,  13.40,    5.38,   9,  13.40,  86.60,  28450,   1516140,   1.60,  85.01,     10000,      8423
   36 ,  9  ,     80.0000   ,      13.00,      290230,  16.12,    6.15,   9,  16.12,  83.88,  35390,   1461420,   1.98,  81.89,     10000,      8119
   36 ,  9  ,     90.0000   ,      13.00,      270815,  15.05,    6.92,   9,  15.05,  84.95,  32125,   1478520,   1.81,  83.15,     10000,      8214
   36 ,  9  ,    100.0000   ,      13.00,      349295,  19.41,    7.69,   9,  19.41,  80.59,  40045,   1378080,   2.28,  78.32,     10000,      7656
   36 ,  9  ,     10.0000   ,      15.00,       36965,   2.05,    0.67,   9,   2.05,  97.95,   3715,   1729620,   0.21,  97.74,     10000,      9609
   36 ,  9  ,     20.0000   ,      15.00,       71650,   3.98,    1.33,   9,   3.98,  96.02,   7910,   1696140,   0.45,  95.57,     10000,      9423
   36 ,  9  ,     30.0000   ,      15.00,      108100,   6.01,    2.00,   9,   6.01,  93.99,  12320,   1657080,   0.69,  93.30,     10000,      9206
   36 ,  9  ,     40.0000   ,      15.00,      134610,   7.48,    2.67,   9,   7.48,  92.52,  16050,   1605600,   0.92,  91.61,     10000,      8920
   36 ,  9  ,     50.0000   ,      15.00,      170885,   9.49,    3.33,   9,   9.49,  90.51,  19735,   1571580,   1.12,  89.38,     10000,      8731
   36 ,  9  ,     60.0000   ,      15.00,      217390,  12.08,    4.00,   9,  12.08,  87.92,  27050,   1541880,   1.52,  86.41,     10000,      8566
   36 ,  9  ,     70.0000   ,      15.00,      218850,  12.16,    4.67,   9,  12.16,  87.84,  25950,   1495260,   1.50,  86.34,     10000,      8307
   36 ,  9  ,     80.0000   ,      15.00,      251520,  13.97,    5.33,   9,  13.97,  86.03,  30900,   1424880,   1.83,  84.20,     10000,      7916
   36 ,  9  ,     90.0000   ,      15.00,      235460,  13.08,    6.00,   9,  13.08,  86.92,  27880,   1513980,   1.57,  85.35,     10000,      8411
   36 ,  9  ,    100.0000   ,      15.00,      320535,  17.81,    6.67,   9,  17.81,  82.19,  36945,   1417320,   2.09,  80.10,     10000,      7874
   36 ,  9  ,     10.0000   ,      17.00,       30625,   1.70,    0.59,   9,   1.70,  98.30,   3035,   1708740,   0.17,  98.12,     10000,      9493
   36 ,  9  ,     20.0000   ,      17.00,       65240,   3.62,    1.18,   9,   3.62,  96.38,   7300,   1711440,   0.41,  95.97,     10000,      9508
   36 ,  9  ,     30.0000   ,      17.00,       94360,   5.24,    1.76,   9,   5.24,  94.76,  10580,   1684620,   0.59,  94.17,     10000,      9359
   36 ,  9  ,     40.0000   ,      17.00,      126785,   7.04,    2.35,   9,   7.04,  92.96,  15235,   1646820,   0.85,  92.10,     10000,      9149
   36 ,  9  ,     50.0000   ,      17.00,      150880,   8.38,    2.94,   9,   8.38,  91.62,  17780,   1594620,   1.01,  90.61,     10000,      8859
   36 ,  9  ,     60.0000   ,      17.00,      186425,  10.36,    3.53,   9,  10.36,  89.64,  23635,   1566540,   1.33,  88.31,     10000,      8703
   36 ,  9  ,     70.0000   ,      17.00,      195475,  10.86,    4.12,   9,  10.86,  89.14,  23225,   1536480,   1.33,  87.81,     10000,      8536
   36 ,  9  ,     80.0000   ,      17.00,      231780,  12.88,    4.71,   9,  12.88,  87.12,  28680,   1526580,   1.61,  85.52,     10000,      8481
   36 ,  9  ,     90.0000   ,      17.00,      203320,  11.30,    5.29,   9,  11.30,  88.70,  24380,   1521540,   1.40,  87.31,     10000,      8453
   36 ,  9  ,    100.0000   ,      17.00,      303890,  16.88,    5.88,   9,  16.88,  83.12,  35050,   1437480,   1.98,  81.14,     10000,      7986
   36 ,  9  ,     10.0000   ,      19.00,       27190,   1.51,    0.53,   9,   1.51,  98.49,   2690,   1756980,   0.15,  98.34,     10000,      9761
   36 ,  9  ,     20.0000   ,      19.00,       62275,   3.46,    1.05,   9,   3.46,  96.54,   7025,   1702980,   0.40,  96.14,     10000,      9461
   36 ,  9  ,     30.0000   ,      19.00,       86460,   4.80,    1.58,   9,   4.80,  95.20,   9840,   1666980,   0.56,  94.64,     10000,      9261
   36 ,  9  ,     40.0000   ,      19.00,      115380,   6.41,    2.11,   9,   6.41,  93.59,  13860,   1660680,   0.77,  92.82,     10000,      9226
   36 ,  9  ,     50.0000   ,      19.00,      139650,   7.76,    2.63,   9,   7.76,  92.24,  16770,   1614060,   0.95,  91.29,     10000,      8967
   36 ,  9  ,     60.0000   ,      19.00,      169440,   9.41,    3.16,   9,   9.41,  90.59,  21360,   1599660,   1.19,  89.39,     10000,      8887
   36 ,  9  ,     70.0000   ,      19.00,      172625,   9.59,    3.68,   9,   9.59,  90.41,  20335,   1585440,   1.14,  89.26,     10000,      8808
   36 ,  9  ,     80.0000   ,      19.00,      201595,  11.20,    4.21,   9,  11.20,  88.80,  24845,   1564740,   1.39,  87.41,     10000,      8693
   36 ,  9  ,     90.0000   ,      19.00,      188395,  10.47,    4.74,   9,  10.47,  89.53,  22205,   1580760,   1.24,  88.29,     10000,      8782
   36 ,  9  ,    100.0000   ,      19.00,      279675,  15.54,    5.26,   9,  15.54,  84.46,  31905,   1402740,   1.88,  82.58,     10000,      7793
   36 , 10  ,     10.0000   ,       1.00,      391225,  21.73,   10.00,  10,  21.73,  78.27,  48515,   1243620,   2.94,  75.33,     10000,      6909
   36 , 10  ,     20.0000   ,       1.00,      634025,  35.22,   20.00,  10,  35.22,  64.78,  82375,    986400,   4.99,  59.78,     10000,      5480
   36 , 10  ,     30.0000   ,       1.00,      781000,  43.39,   30.00,  10,  43.39,  56.61, 105140,    831240,   6.36,  50.25,     10000,      4618
   36 , 10  ,     40.0000   ,       1.00,      901040,  50.06,   40.00,  10,  50.06,  49.94, 121360,    707580,   7.31,  42.63,     10000,      3931
   36 , 10  ,     50.0000   ,       1.00,      975235,  54.18,   50.00,  10,  54.18,  45.82, 131585,    632700,   7.89,  37.93,     10000,      3515
   36 , 10  ,     60.0000   ,       1.00,     1048705,  58.26,   60.00,  10,  58.26,  41.74, 147395,    548820,   8.84,  32.90,     10000,      3049
   36 , 10  ,     70.0000   ,       1.00,     1081885,  60.10,   70.00,  10,  60.10,  39.90, 149855,    519660,   8.93,  30.97,     10000,      2887
   36 , 10  ,     80.0000   ,       1.00,     1134390,  63.02,   80.00,  10,  63.02,  36.98, 153870,    466020,   9.18,  27.80,     10000,      2589
   36 , 10  ,     90.0000   ,       1.00,     1175560,  65.31,   90.00,  10,  65.31,  34.69, 165080,    417060,   9.84,  24.85,     10000,      2317
   36 , 10  ,    100.0000   ,       1.00,     1177385,  65.41,  100.00,  10,  65.41,  34.59, 162895,    421740,   9.64,  24.95,     10000,      2343
   36 , 10  ,     10.0000   ,       3.00,      161030,   8.95,    3.33,  10,   8.95,  91.05,  20230,   1564560,   1.16,  89.89,     10000,      8692
   36 , 10  ,     20.0000   ,       3.00,      295550,  16.42,    6.67,  10,  16.42,  83.58,  38170,   1420560,   2.19,  81.39,     10000,      7892
   36 , 10  ,     30.0000   ,       3.00,      414865,  23.05,   10.00,  10,  23.05,  76.95,  55835,   1281960,   3.21,  73.74,     10000,      7122
   36 , 10  ,     40.0000   ,       3.00,      489345,  27.19,   13.33,  10,  27.19,  72.81,  65415,   1203300,   3.75,  69.06,     10000,      6685
   36 , 10  ,     50.0000   ,       3.00,      607250,  33.74,   16.67,  10,  33.74,  66.26,  82510,   1072440,   4.73,  61.53,     10000,      5958
   36 , 10  ,     60.0000   ,       3.00,      645625,  35.87,   20.00,  10,  35.87,  64.13,  91295,   1029060,   5.23,  58.91,     10000,      5717
   36 , 10  ,     70.0000   ,       3.00,      703800,  39.10,   23.33,  10,  39.10,  60.90,  97020,    968040,   5.55,  55.35,     10000,      5378
   36 , 10  ,     80.0000   ,       3.00,      740230,  41.12,   26.67,  10,  41.12,  58.88, 100550,    929880,   5.75,  53.13,     10000,      5166
   36 , 10  ,     90.0000   ,       3.00,      787610,  43.76,   30.00,  10,  43.76,  56.24, 109150,    875340,   6.24,  50.01,     10000,      4863
   36 , 10  ,    100.0000   ,       3.00,      796085,  44.23,   33.33,  10,  44.23,  55.77, 110215,    867960,   6.28,  49.49,     10000,      4822
   36 , 10  ,     10.0000   ,       5.00,      102085,   5.67,    2.00,  10,   5.67,  94.33,  13115,   1654020,   0.74,  93.59,     10000,      9189
   36 , 10  ,     20.0000   ,       5.00,      198200,  11.01,    4.00,  10,  11.01,  88.99,  25180,   1538820,   1.43,  87.56,     10000,      8549
   36 , 10  ,     30.0000   ,       5.00,      290665,  16.15,    6.00,  10,  16.15,  83.85,  38915,   1432440,   2.22,  81.63,     10000,      7958
   36 , 10  ,     40.0000   ,       5.00,      326140,  18.12,    8.00,  10,  18.12,  81.88,  43220,   1404900,   2.44,  79.44,     10000,      7805
   36 , 10  ,     50.0000   ,       5.00,      449545,  24.97,   10.00,  10,  24.97,  75.03,  61115,   1261800,   3.47,  71.56,     10000,      7010
   36 , 10  ,     60.0000   ,       5.00,      468455,  26.03,   12.00,  10,  26.03,  73.97,  66145,   1237140,   3.75,  70.22,     10000,      6873
   36 , 10  ,     70.0000   ,       5.00,      512405,  28.47,   14.00,  10,  28.47,  71.53,  70075,   1190340,   3.98,  67.56,     10000,      6613
